               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.021115,           0.0039108,                   0,             0.97864,             0.98276,             0.99357,             0.78817,            0.016588,           0.0022384,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.021133,           0.0037209,                   0,             0.97742,             0.98161,             0.99324,             0.79888,             0.01616,           0.0022189,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.021235,           0.0038458,                   0,             0.98273,             0.98834,             0.99407,              0.7982,            0.016173,           0.0021575,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.020694,           0.0036359,                   0,             0.97665,             0.98366,              0.9932,             0.79153,             0.01664,           0.0022823,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.020631,           0.0038619,                   0,             0.97766,             0.98348,             0.99315,             0.80671,            0.015763,           0.0021857,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.021019,           0.0039351,                   0,             0.98173,             0.98816,              0.9941,             0.81123,            0.015259,           0.0021564,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.020486,           0.0035957,                   0,             0.98978,             0.98947,             0.99417,             0.81445,            0.015301,           0.0021287,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.020824,           0.0038816,                   0,             0.99076,             0.97855,             0.99387,             0.82143,             0.01477,           0.0020871,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.020419,           0.0038006,                   0,             0.98308,             0.99081,             0.99414,             0.80994,            0.015233,           0.0021057,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.021169,           0.0035578,                   0,             0.98377,             0.99087,             0.99411,             0.81661,            0.014859,           0.0021193,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.020657,           0.0038241,                   0,             0.98711,             0.98876,             0.99416,             0.81469,            0.015171,           0.0021199,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.020417,           0.0042327,                   0,             0.98896,             0.98468,             0.99457,             0.81794,            0.014899,           0.0020621,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.019912,           0.0035914,                   0,             0.98808,             0.99489,              0.9929,             0.82033,            0.014596,            0.002076,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.020052,            0.003716,                   0,             0.98878,             0.98977,             0.99404,             0.80802,            0.015523,           0.0020654,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.019644,           0.0037274,                   0,             0.97928,             0.98468,             0.99359,             0.80571,            0.015346,           0.0021204,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.020944,           0.0037303,                   0,             0.98543,             0.98774,             0.99426,             0.81892,            0.014864,           0.0020643,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.020264,           0.0036208,                   0,             0.98832,             0.98366,              0.9944,             0.82862,            0.014343,           0.0020678,                   0,            0.004588,            0.004588,            0.004588
                 166,             0.01954,           0.0036495,                   0,             0.98757,             0.98672,              0.9937,             0.82352,             0.01437,           0.0020022,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.019294,           0.0035364,                   0,              0.9928,             0.98601,             0.99401,             0.82344,            0.014462,           0.0020029,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.019589,             0.00377,                   0,             0.99392,             0.99285,             0.99404,             0.82353,             0.01428,           0.0019551,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.019301,           0.0033861,                   0,             0.99092,             0.99489,             0.99446,             0.84184,            0.013491,           0.0019485,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.018729,           0.0035565,                   0,             0.99278,             0.99081,             0.99418,             0.82723,            0.014389,           0.0019471,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.018281,           0.0032211,                   0,             0.99254,             0.99387,             0.99401,             0.82482,            0.014483,           0.0019555,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.018478,           0.0037589,                   0,             0.99331,             0.99489,             0.99459,             0.84735,            0.013069,           0.0018656,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.019939,           0.0033079,                   0,             0.99387,             0.99412,             0.99428,             0.83693,            0.013709,           0.0019165,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.019093,            0.003449,                   0,             0.99384,             0.98886,             0.99435,             0.84529,             0.01335,           0.0018927,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.018936,            0.003704,                   0,             0.98872,             0.99183,             0.99448,             0.83985,            0.013212,            0.001904,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.018326,           0.0033125,                   0,             0.99141,             0.99489,             0.99459,             0.84763,            0.013334,           0.0019041,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.018291,           0.0035795,                   0,             0.99154,             0.99796,             0.99454,             0.84566,            0.013457,           0.0019006,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.018346,           0.0033188,                   0,             0.98787,             0.99815,             0.99458,             0.83539,            0.013896,           0.0019137,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.018416,           0.0034244,                   0,             0.98289,             0.99694,             0.99446,             0.84046,            0.013838,            0.001903,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.018214,           0.0031599,                   0,             0.99591,             0.99574,             0.99491,             0.83591,            0.013877,           0.0018911,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.017964,           0.0034792,                   0,               0.994,             0.99489,             0.99491,             0.83855,            0.013643,           0.0018633,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.018241,           0.0034141,                   0,             0.99386,             0.99229,             0.99488,             0.84978,            0.012807,           0.0018257,                   0,            0.004027,            0.004027,            0.004027
                 183,             0.01807,           0.0032736,                   0,              0.9972,             0.98979,             0.99494,             0.84826,            0.013033,           0.0018338,                   0,            0.003994,            0.003994,            0.003994
                 184,             0.01719,           0.0031135,                   0,             0.99666,             0.99285,             0.99488,             0.84846,            0.013044,           0.0017962,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.017557,           0.0033575,                   0,              0.9897,             0.99285,             0.99487,             0.85542,            0.012609,           0.0018047,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.018006,           0.0032631,                   0,             0.99488,              0.9921,             0.99468,             0.84887,            0.012925,           0.0018301,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.018039,           0.0032764,                   0,             0.99282,             0.99796,             0.99483,             0.85809,             0.01243,            0.001771,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.017602,           0.0034442,                   0,             0.99336,             0.99387,             0.99487,             0.85648,            0.012736,           0.0017594,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.017455,           0.0033582,                   0,             0.99593,             0.99183,             0.99499,             0.85896,            0.012573,           0.0017701,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.017177,           0.0033445,                   0,             0.99693,             0.99544,             0.99499,              0.8715,            0.011827,           0.0017064,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.017243,           0.0031605,                   0,              0.9949,             0.99666,               0.995,              0.8591,            0.012358,           0.0017758,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.017256,            0.003136,                   0,             0.99357,             0.99694,              0.9949,             0.85989,            0.012204,           0.0017483,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.016983,           0.0029637,                   0,             0.99479,             0.99694,             0.99498,              0.8665,            0.012145,           0.0017106,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.017027,           0.0030889,                   0,             0.99524,             0.99591,             0.99494,              0.8622,            0.012397,            0.001697,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.017433,           0.0031417,                   0,             0.99552,             0.99489,             0.99479,             0.86018,            0.012622,           0.0017422,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.017303,           0.0032582,                   0,             0.99801,             0.99796,             0.99439,             0.86473,            0.012249,            0.001734,                   0,            0.003565,            0.003565,            0.003565
                 197,             0.01739,           0.0033686,                   0,             0.99694,              0.9975,             0.99454,             0.86181,            0.012336,             0.00173,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.017169,           0.0032218,                   0,             0.99422,             0.99694,             0.99488,             0.86299,            0.012101,           0.0017112,                   0,            0.003499,            0.003499,            0.003499
                 199,              0.0173,           0.0032022,                   0,             0.99717,             0.99694,             0.99473,             0.86853,            0.011865,           0.0016966,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.017509,           0.0032229,                   0,              0.9939,             0.99851,             0.99495,             0.85897,            0.012418,           0.0017332,                   0,            0.003433,            0.003433,            0.003433
                 201,             0.01679,           0.0031889,                   0,             0.99701,             0.99694,             0.99494,             0.85956,            0.012391,           0.0017488,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.016862,           0.0030097,                   0,             0.99376,             0.99796,             0.99496,             0.86002,            0.012157,           0.0017245,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.017033,           0.0031674,                   0,             0.99821,             0.99183,             0.99483,             0.86931,            0.012035,           0.0017204,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.016279,           0.0031338,                   0,              0.9959,             0.99285,             0.99483,              0.8542,            0.012579,           0.0017831,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.016538,           0.0032425,                   0,             0.99389,             0.99757,             0.99486,             0.85962,            0.012391,           0.0017421,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.015807,           0.0032171,                   0,             0.99791,             0.99387,             0.99499,             0.87037,            0.011699,           0.0016866,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.015981,           0.0031622,                   0,             0.99752,             0.99796,             0.99493,             0.86317,            0.011995,           0.0017003,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.016515,           0.0032066,                   0,              0.9973,             0.99591,               0.995,             0.87585,            0.011241,           0.0016615,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.016361,           0.0030401,                   0,                   1,             0.99784,               0.995,             0.87408,            0.011517,           0.0016619,                   0,            0.003136,            0.003136,            0.003136
                 210,             0.01646,           0.0028677,                   0,             0.99898,             0.99759,               0.995,              0.8693,            0.011743,           0.0016486,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.015769,           0.0029301,                   0,             0.99746,             0.99694,               0.995,             0.87503,            0.011427,            0.001637,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.016226,           0.0030476,                   0,             0.99187,             0.99694,             0.99498,             0.86339,            0.012092,           0.0017071,                   0,            0.003037,            0.003037,            0.003037
                 213,             0.01615,            0.003338,                   0,             0.99693,             0.99553,               0.995,             0.88263,            0.011107,           0.0016422,                   0,            0.003004,            0.003004,            0.003004
                 214,             0.01578,           0.0030463,                   0,             0.99761,             0.99796,               0.995,             0.87247,            0.011694,           0.0016652,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.015847,           0.0032287,                   0,             0.99828,             0.99694,               0.995,             0.87632,            0.011337,           0.0016385,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.015675,           0.0028898,                   0,             0.99593,             0.99862,             0.99498,             0.88128,            0.011058,           0.0015999,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.016423,           0.0031311,                   0,             0.99795,             0.99685,             0.99499,             0.87829,            0.011063,           0.0016097,                   0,            0.002872,            0.002872,            0.002872
                 218,             0.01558,            0.003049,                   0,             0.99289,             0.99849,               0.995,             0.87394,            0.011197,           0.0016158,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.015597,           0.0029369,                   0,             0.99821,             0.99796,               0.995,             0.87521,            0.011127,           0.0015956,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.015384,           0.0028242,                   0,             0.99694,             0.99894,             0.99499,             0.87988,            0.011086,           0.0015749,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.015317,           0.0027817,                   0,             0.99796,             0.99839,               0.995,             0.89053,            0.010202,           0.0015501,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.015005,           0.0030014,                   0,             0.99808,             0.99694,               0.995,             0.88705,            0.010543,           0.0015627,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.015261,           0.0030912,                   0,             0.99796,             0.99849,               0.995,             0.89203,            0.010429,           0.0015442,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.015394,           0.0029637,                   0,             0.99898,             0.99689,               0.995,             0.87904,            0.011116,           0.0015782,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.015554,            0.003035,                   0,             0.99796,             0.99842,               0.995,              0.8871,            0.010492,           0.0015413,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.015293,           0.0031622,                   0,             0.99898,             0.99787,               0.995,             0.88458,            0.010829,           0.0015461,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.014481,           0.0028213,                   0,             0.99796,             0.99747,               0.995,             0.89145,            0.010518,           0.0015449,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.015241,           0.0028294,                   0,             0.99898,             0.99674,               0.995,             0.88868,            0.010558,           0.0015635,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.015472,           0.0026988,                   0,             0.99869,             0.99591,               0.995,             0.88913,            0.010608,            0.001568,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.014947,           0.0027566,                   0,             0.99856,             0.99694,               0.995,             0.89144,            0.010545,           0.0015619,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.014972,           0.0028753,                   0,             0.99892,             0.99796,               0.995,              0.8909,             0.01032,            0.001551,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.014366,           0.0028432,                   0,             0.99901,             0.99796,               0.995,             0.89911,           0.0099762,           0.0015304,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.014345,           0.0027468,                   0,             0.99796,             0.99889,               0.995,             0.89917,           0.0099658,           0.0015301,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.014554,           0.0028139,                   0,             0.99873,             0.99898,               0.995,             0.89686,            0.010031,           0.0015312,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.014116,           0.0029226,                   0,             0.99961,             0.99796,               0.995,             0.89069,            0.010481,           0.0015396,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.013925,           0.0028047,                   0,              0.9983,             0.99898,               0.995,             0.89659,            0.010013,           0.0015172,                   0,            0.002245,            0.002245,            0.002245
                 237,             0.01423,           0.0028454,                   0,             0.99812,             0.99898,               0.995,             0.89734,           0.0099202,           0.0015124,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.014436,           0.0029366,                   0,             0.99855,             0.99796,               0.995,             0.90413,           0.0095836,           0.0014683,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.014328,           0.0027259,                   0,             0.99848,             0.99796,               0.995,             0.90266,           0.0098625,           0.0014587,                   0,            0.002146,            0.002146,            0.002146
                 240,             0.01457,           0.0027024,                   0,             0.99848,             0.99796,               0.995,              0.9029,           0.0097466,           0.0014455,                   0,            0.002113,            0.002113,            0.002113
                 241,              0.0144,           0.0028029,                   0,             0.99796,             0.99811,               0.995,              0.8922,            0.010131,           0.0014924,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.014062,           0.0028003,                   0,             0.99865,             0.99898,               0.995,             0.90594,           0.0095017,           0.0014455,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.013978,           0.0027195,                   0,             0.99796,             0.99879,               0.995,             0.89862,           0.0097558,           0.0014534,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.013862,            0.002805,                   0,             0.99932,             0.99796,               0.995,             0.90062,           0.0096298,           0.0014383,                   0,            0.001981,            0.001981,            0.001981
                 245,             0.01352,           0.0025993,                   0,             0.99952,             0.99796,               0.995,             0.90339,           0.0095673,            0.001425,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.013636,           0.0028234,                   0,                   1,             0.99854,               0.995,             0.90698,           0.0092122,           0.0014007,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.013767,           0.0025691,                   0,                   1,             0.99854,               0.995,             0.90434,           0.0094637,           0.0014284,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.013298,           0.0026796,                   0,             0.99977,             0.99898,               0.995,             0.89781,           0.0098277,           0.0014401,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.013935,           0.0028543,                   0,             0.99872,             0.99898,               0.995,             0.90631,           0.0093552,           0.0014148,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.013704,           0.0025753,                   0,             0.99931,             0.99898,               0.995,             0.90438,           0.0094525,            0.001432,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.013323,           0.0027713,                   0,             0.99898,             0.99991,               0.995,             0.90646,           0.0091943,           0.0014061,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.013335,           0.0026582,                   0,              0.9984,             0.99796,               0.995,             0.90359,           0.0094976,           0.0014135,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.013356,           0.0024987,                   0,             0.99898,             0.99898,               0.995,                0.91,           0.0092528,           0.0013957,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.013725,           0.0025748,                   0,             0.99929,             0.99796,               0.995,             0.90321,           0.0095402,           0.0014177,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.013034,           0.0026138,                   0,             0.99899,             0.99796,               0.995,              0.9124,           0.0090724,           0.0013844,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.013225,           0.0025816,                   0,             0.99937,             0.99796,               0.995,             0.90444,           0.0095803,           0.0014152,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.013118,           0.0026776,                   0,             0.99967,             0.99796,               0.995,              0.9121,           0.0088762,           0.0013555,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.012644,           0.0024689,                   0,             0.99776,                   1,               0.995,             0.91181,           0.0090933,           0.0013735,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.012799,           0.0026976,                   0,             0.99796,             0.99946,               0.995,             0.90479,           0.0094881,           0.0013978,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.013195,           0.0024851,                   0,             0.99905,             0.99796,               0.995,             0.90764,           0.0092759,           0.0013824,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.013397,           0.0028097,                   0,             0.99807,             0.99796,               0.995,              0.9084,           0.0091696,           0.0013741,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.012956,           0.0026034,                   0,             0.99796,             0.99817,               0.995,             0.91084,           0.0091352,           0.0013774,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.012942,            0.002718,                   0,             0.99938,             0.99796,               0.995,              0.9177,           0.0089237,             0.00136,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.012763,           0.0024679,                   0,             0.99942,             0.99796,               0.995,             0.92448,           0.0085296,           0.0013309,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.012806,           0.0025383,                   0,             0.99898,             0.99994,               0.995,             0.91865,            0.008903,           0.0013388,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.012585,           0.0024111,                   0,             0.99878,                   1,               0.995,             0.91486,            0.008892,           0.0013353,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.012913,           0.0025328,                   0,             0.99785,                   1,               0.995,             0.91384,           0.0090259,           0.0013332,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.012533,           0.0025033,                   0,             0.99871,                   1,               0.995,             0.92014,           0.0087839,           0.0013196,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.012796,           0.0024645,                   0,             0.99844,                   1,               0.995,               0.916,           0.0089367,           0.0013248,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.012444,           0.0026155,                   0,             0.99796,             0.99978,               0.995,             0.91589,           0.0088638,           0.0013188,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.012029,           0.0024861,                   0,             0.99769,                   1,               0.995,             0.91543,           0.0088671,           0.0013209,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.011889,           0.0023196,                   0,             0.99892,             0.99898,               0.995,             0.91756,           0.0086949,           0.0013089,                   0,            0.001057,            0.001057,            0.001057
                 273,             0.01246,           0.0024009,                   0,             0.99883,                   1,               0.995,             0.92051,           0.0085764,           0.0012983,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.011883,           0.0025063,                   0,             0.99867,                   1,               0.995,             0.91466,           0.0087719,            0.001302,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.012251,           0.0025105,                   0,             0.99794,                   1,               0.995,             0.91563,           0.0087478,            0.001308,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.012291,           0.0024654,                   0,             0.99884,                   1,               0.995,             0.91905,           0.0086311,           0.0012933,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.011758,           0.0024127,                   0,             0.99886,                   1,               0.995,              0.9198,           0.0085847,           0.0012889,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.012454,           0.0023653,                   0,             0.99876,                   1,               0.995,             0.92288,           0.0083046,           0.0012772,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.011375,           0.0022583,                   0,             0.99854,                   1,               0.995,             0.92228,           0.0083772,           0.0012876,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.011703,           0.0025147,                   0,             0.99837,                   1,               0.995,             0.92061,           0.0085962,           0.0012956,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.011854,           0.0025926,                   0,             0.99783,                   1,               0.995,             0.92314,           0.0084074,           0.0012827,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.011746,            0.002453,                   0,             0.99784,                   1,               0.995,             0.92249,           0.0084216,           0.0012842,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.011429,           0.0023086,                   0,             0.99796,                   1,               0.995,             0.92387,           0.0083129,           0.0012725,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.011943,           0.0023693,                   0,             0.99884,             0.99898,               0.995,              0.9296,           0.0081644,           0.0012595,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.011842,           0.0024406,                   0,             0.99887,             0.99898,               0.995,             0.92932,           0.0081215,           0.0012584,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.011716,            0.002565,                   0,             0.99771,                   1,               0.995,             0.92794,           0.0081261,           0.0012524,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.011261,           0.0024686,                   0,             0.99789,                   1,               0.995,              0.9308,           0.0080635,           0.0012469,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.011542,           0.0025021,                   0,             0.99796,             0.99995,               0.995,             0.93042,           0.0081112,           0.0012475,                   0,            0.000529,            0.000529,            0.000529
                 289,             0.01135,           0.0024043,                   0,             0.99795,                   1,               0.995,             0.92971,           0.0081722,           0.0012503,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.011327,           0.0023563,                   0,             0.99779,                   1,               0.995,             0.92982,           0.0081486,           0.0012478,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.011288,           0.0022601,                   0,              0.9979,                   1,               0.995,             0.92891,           0.0081886,           0.0012485,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.011234,           0.0024238,                   0,             0.99908,                   1,               0.995,             0.93012,           0.0081813,           0.0012417,                   0,            0.000397,            0.000397,            0.000397
                 293,             0.01135,            0.002454,                   0,                   1,             0.99965,               0.995,             0.93146,           0.0080827,           0.0012343,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.011536,           0.0024441,                   0,             0.99898,             0.99923,               0.995,             0.93242,            0.008106,           0.0012356,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.011022,           0.0021138,                   0,             0.99898,             0.99983,               0.995,             0.93353,           0.0080612,           0.0012297,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.011318,           0.0022103,                   0,              0.9987,                   1,               0.995,             0.93277,           0.0080336,           0.0012264,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.010865,           0.0021478,                   0,             0.99872,                   1,               0.995,             0.93152,           0.0080401,           0.0012226,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.010825,           0.0023038,                   0,             0.99873,                   1,               0.995,             0.93111,           0.0080723,           0.0012231,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.010993,           0.0024807,                   0,             0.99872,                   1,               0.995,              0.9302,           0.0081934,           0.0012297,                   0,            0.000166,            0.000166,            0.000166
